,index,PPG_Raw,PPG_Clean,PPG_Rate,PPG_Peaks,EDA_Raw,EDA_Clean,EDA_Tonic,EDA_Phasic,SCR_Onsets,SCR_Peaks,SCR_Height,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,SCR_RecoveryTime,Index,Label,Condition,id
0,0.0,-56.45258,0.0,72.07705606322548,0,1.1959470000000003,1.1959804328331707,1.2158685917566747,-0.019888171840635006,0,0,0,0,0,0,1,0,1,neutral,0
1,0.015873015873015872,-37.75085,0.0,72.07705606322548,0,1.1958928168062835,1.195704402955285,1.2159189903186514,-0.020214600261948778,0,0,0,0,0,0,1,1,1,neutral,0
2,0.031746031746031744,-16.09821,0.0,72.07705606322548,0,1.1957393859490122,1.1954217797239277,1.215969329883144,-0.02054756303880958,0,0,0,0,0,0,0,2,1,neutral,0
3,0.047619047619047616,5.262238,6.111175197009618,72.07705606322548,0,1.1955003855140058,1.1951269959939654,1.216019608811063,-0.020892625677258,0,0,0,0,0,0,0,3,1,neutral,0
4,0.06349206349206349,23.6302,23.884216468681515,72.07705606322548,0,1.1951894935870837,1.1948156741660745,1.216069825451386,-0.02125416412559191,0,0,0,0,0,0,0,4,1,neutral,0
5,0.07936507936507936,37.39879,38.20655014204226,72.07705606322548,0,1.1948203882540653,1.1944852046169652,1.216119978140954,-0.021634786343940362,0,0,0,0,0,0,1,5,1,neutral,0
6,0.09523809523809523,46.2952,48.22924441611598,72.07705606322548,0,1.1944067476007694,1.1941351720460165,1.2161700652042629,-0.02203490595741721,0,0,0,0,0,0,0,6,1,neutral,0
7,0.1111111111111111,51.03867,53.956295478410105,72.07705606322548,0,1.1939622497130156,1.1937675997505075,1.2162200849532416,-0.022452497980670047,0,0,0,0,0,0,0,7,1,neutral,0
8,0.12698412698412698,52.69998,56.00671617166358,72.07705606322548,0,1.193500572676623,1.1933870018809816,1.2162700356870204,-0.022883046562282808,0,0,0,0,0,0,0,8,1,neutral,0
9,0.14285714285714285,52.17238,55.23198594325283,72.07705606322548,0,1.193035394577411,1.193000252289402,1.21631991569169,-0.023319676136380692,0,0,0,0,0,0,0,9,1,neutral,0
10,0.15873015873015872,49.9162,52.398944555434205,72.07705606322548,0,1.192580393501199,1.192616294025054,1.2163697232400534,-0.023753441926478564,0,0,0,0,0,0,0,10,1,neutral,0
11,0.1746031746031746,46.09027,48.06152530859147,72.07705606322548,0,1.1921492475338062,1.1922457249120233,1.2164194565913746,-0.024173744367751316,0,0,0,0,0,0,0,11,1,neutral,0
12,0.19047619047619047,40.86497,42.61750574155406,72.07705606322548,0,1.1917556347610516,1.1919003015702523,1.2164691139911301,-0.024568825085731674,0,0,0,0,0,0,0,12,1,neutral,0
13,0.20634920634920634,34.64595,36.453250631925606,72.07705606322548,0,1.191413233268755,1.1915924067572747,1.2165186936707684,-0.024926299554330872,0,0,0,0,0,0,0,13,1,neutral,0
14,0.2222222222222222,27.95668,30.057390466248542,72.07705606322548,0,1.191135721142735,1.1913345233555057,1.216568193847484,-0.02523368310832641,0,0,0,0,0,0,0,14,1,neutral,0
15,0.23809523809523808,21.50998,24.025736183455727,72.07705606322548,0,1.1909367764688112,1.191138753269746,1.2166176127240134,-0.025478872045651756,0,0,0,0,0,0,0,15,1,neutral,0
16,0.25396825396825395,16.09692,18.950977429703986,72.07705606322548,0,1.1908300773328033,1.19101641163699,1.2166669484884607,-0.02565054941741282,0,0,0,0,0,0,0,16,1,neutral,0
17,0.2698412698412698,12.29958,15.255378578473525,72.07705606322548,0,1.1908273651672852,1.1909777168993554,1.2167161993141578,-0.025738494954821212,0,0,0,0,0,0,0,17,1,neutral,0
18,0.2857142857142857,10.24178,13.05544341469865,72.07705606322548,0,1.1909311555018942,1.1910315863582641,1.216765363359568,-0.02573378951491616,0,0,0,0,0,0,0,18,1,neutral,0
19,0.30158730158730157,9.588776,12.133090014345079,72.07705606322548,0,1.1911412195590052,1.1911855358028,1.2168144387682378,-0.02562891545215657,0,0,0,0,0,0,0,19,1,neutral,0
20,0.31746031746031744,9.774017,12.037980955567766,72.07705606322548,0,1.1914573281054741,1.1914456717084516,1.216863423668801,-0.02541776441968583,0,0,0,0,0,0,0,20,1,neutral,0
21,0.3333333333333333,10.25829,12.286089900716338,72.07705606322548,0,1.191879251908156,1.1918167562762563,1.216912316175042,-0.025095572330247846,0,0,0,0,0,0,0,21,1,neutral,0
22,0.3492063492063492,10.81807,12.576466789803272,72.07705606322548,0,1.192406761733907,1.192302319948891,1.2169611143860195,-0.024658806840222404,0,0,0,0,0,0,0,22,1,neutral,0
23,0.36507936507936506,11.19659,12.934608286413434,72.07705606322548,0,1.1930396283495828,1.192904793401815,1.217009816386255,-0.02410503535866805,0,0,0,0,0,0,0,23,1,neutral,0
24,0.38095238095238093,11.58696,13.70874111161123,72.07705606322548,0,1.193777622522038,1.193625631426655,1.2170584202459864,-0.023432801164194543,0,0,0,0,0,0,0,24,1,neutral,0
25,0.3968253968253968,12.72707,15.394491261790652,72.07705606322548,0,1.1946205150181295,1.1944654043653946,1.2171069240214911,-0.022641531971091356,0,0,0,0,0,0,0,25,1,neutral,0
26,0.4126984126984127,15.3427,18.33645699435875,72.07705606322548,0,1.1955680766047128,1.1954238383501377,1.2171553257554755,-0.02173149968995882,0,0,0,0,0,0,0,26,1,neutral,0
27,0.42857142857142855,19.45819,22.423230838208088,72.07705606322548,0,1.1966200780486427,1.1964997929201873,1.2172036234775343,-0.020703842811085647,0,0,0,0,0,0,0,27,1,neutral,0
28,0.4444444444444444,24.16849,26.914959907738197,72.07705606322548,0,1.1977762901167752,1.1976911728858612,1.217251815204679,-0.019560654541162712,0,0,0,0,0,0,0,28,1,neutral,0
29,0.4603174603174603,27.99686,30.50243292262445,72.07705606322548,0,1.1990364835759664,1.1989947797965124,1.2172998989419335,-0.018305131335858878,0,0,0,0,0,0,0,29,1,neutral,0
30,0.47619047619047616,29.46048,31.616056116364035,72.07705606322548,0,1.2004004291930712,1.2004061162624866,1.2173478726829976,-0.016941768578524863,0,0,0,0,0,0,0,30,1,neutral,0
