,PPG_Raw,PPG_Clean,PPG_Rate,PPG_Peaks,EDA_Raw,EDA_Clean,EDA_Phasic,EDA_Tonic,SCR_Onsets,SCR_Peaks,SCR_Amplitude,SCR_RiseTime,SCR_Recovery,Index,Condition
0,-56.45258,0.0,72.07705606322548,0,1.1959470000000003,1.1959804328331707,-0.019888171840635006,1.2158685917566747,0,0,0,0,0,0,neutral
1,-37.75085,0.0,72.07705606322548,0,1.1958928168062835,1.195704402955285,-0.020214600261948778,1.2159189903186514,0,0,0,0,0,1,neutral
2,-16.09821,0.0,72.07705606322548,0,1.1957393859490122,1.1954217797239277,-0.02054756303880958,1.215969329883144,0,0,0,0,0,2,neutral
3,5.262238,6.111175197009618,72.07705606322548,0,1.1955003855140058,1.1951269959939654,-0.020892625677258,1.216019608811063,0,0,0,0,0,3,neutral
4,23.6302,23.884216468681515,72.07705606322548,0,1.1951894935870837,1.1948156741660745,-0.02125416412559191,1.216069825451386,0,0,0,0,0,4,neutral
5,37.39879,38.20655014204226,72.07705606322548,0,1.1948203882540653,1.1944852046169652,-0.021634786343940362,1.216119978140954,0,0,0,0,0,5,neutral
6,46.2952,48.22924441611598,72.07705606322548,0,1.1944067476007694,1.1941351720460165,-0.02203490595741721,1.2161700652042629,0,0,0,0,0,6,neutral
7,51.03867,53.956295478410105,72.07705606322548,0,1.1939622497130156,1.1937675997505075,-0.022452497980670047,1.2162200849532416,0,0,0,0,0,7,neutral
8,52.69998,56.00671617166358,72.07705606322548,0,1.193500572676623,1.1933870018809816,-0.022883046562282808,1.2162700356870204,0,0,0,0,0,8,neutral
9,52.17238,55.23198594325283,72.07705606322548,0,1.193035394577411,1.193000252289402,-0.023319676136380692,1.21631991569169,0,0,0,0,0,9,neutral
10,49.9162,52.398944555434205,72.07705606322548,0,1.192580393501199,1.192616294025054,-0.023753441926478564,1.2163697232400534,0,0,0,0,0,10,neutral
11,46.09027,48.06152530859147,72.07705606322548,0,1.1921492475338062,1.1922457249120233,-0.024173744367751316,1.2164194565913746,0,0,0,0,0,11,neutral
12,40.86497,42.61750574155406,72.07705606322548,0,1.1917556347610516,1.1919003015702523,-0.024568825085731674,1.2164691139911301,0,0,0,0,0,12,neutral
13,34.64595,36.453250631925606,72.07705606322548,0,1.191413233268755,1.1915924067572747,-0.024926299554330872,1.2165186936707684,0,0,0,0,0,13,neutral
14,27.95668,30.057390466248542,72.07705606322548,0,1.191135721142735,1.1913345233555057,-0.02523368310832641,1.216568193847484,0,0,0,0,0,14,neutral
15,21.50998,24.025736183455727,72.07705606322548,0,1.1909367764688112,1.191138753269746,-0.025478872045651756,1.2166176127240134,0,0,0,0,0,15,neutral
16,16.09692,18.950977429703986,72.07705606322548,0,1.1908300773328033,1.19101641163699,-0.02565054941741282,1.2166669484884607,0,0,0,0,0,16,neutral
17,12.29958,15.255378578473525,72.07705606322548,0,1.1908273651672852,1.1909777168993554,-0.025738494954821212,1.2167161993141578,0,0,0,0,0,17,neutral
18,10.24178,13.05544341469865,72.07705606322548,0,1.1909311555018942,1.1910315863582641,-0.02573378951491616,1.216765363359568,0,0,0,0,0,18,neutral
19,9.588776,12.133090014345079,72.07705606322548,0,1.1911412195590052,1.1911855358028,-0.02562891545215657,1.2168144387682378,0,0,0,0,0,19,neutral
20,9.774017,12.037980955567766,72.07705606322548,0,1.1914573281054741,1.1914456717084516,-0.02541776441968583,1.216863423668801,0,0,0,0,0,20,neutral
21,10.25829,12.286089900716338,72.07705606322548,0,1.191879251908156,1.1918167562762563,-0.025095572330247846,1.216912316175042,0,0,0,0,0,21,neutral
22,10.81807,12.576466789803272,72.07705606322548,0,1.192406761733907,1.192302319948891,-0.024658806840222404,1.2169611143860195,0,0,0,0,0,22,neutral
23,11.19659,12.934608286413434,72.07705606322548,0,1.1930396283495828,1.192904793401815,-0.02410503535866805,1.217009816386255,0,0,0,0,0,23,neutral
24,11.58696,13.70874111161123,72.07705606322548,0,1.193777622522038,1.193625631426655,-0.023432801164194543,1.2170584202459864,0,0,0,0,0,24,neutral
25,12.72707,15.394491261790652,72.07705606322548,0,1.1946205150181295,1.1944654043653946,-0.022641531971091356,1.2171069240214911,0,0,0,0,0,25,neutral
26,15.3427,18.33645699435875,72.07705606322548,0,1.1955680766047128,1.1954238383501377,-0.02173149968995882,1.2171553257554755,0,0,0,0,0,26,neutral
27,19.45819,22.423230838208088,72.07705606322548,0,1.1966200780486427,1.1964997929201873,-0.020703842811085647,1.2172036234775343,0,0,0,0,0,27,neutral
28,24.16849,26.914959907738197,72.07705606322548,0,1.1977762901167752,1.1976911728858612,-0.019560654541162712,1.217251815204679,0,0,0,0,0,28,neutral
29,27.99686,30.50243292262445,72.07705606322548,0,1.1990364835759664,1.1989947797965124,-0.018305131335858878,1.2172998989419335,0,0,0,0,0,29,neutral
30,29.46048,31.616056116364035,72.07705606322548,0,1.2004004291930712,1.2004061162624866,-0.016941768578524863,1.2173478726829976,0,0,0,0,0,30,neutral
31,27.6055,28.91855898725458,72.07705606322548,0,1.2018678977349455,1.2019191629508952,-0.015476583585149209,1.2173957344109743,0,0,0,0,0,31,neutral
32,21.35854,21.845843700904357,72.07705606322548,0,1.2034386599684452,1.2035261527173617,-0.013917341473401453,1.2174434820991593,0,0,0,0,0,32,neutral
33,10.77806,11.011980945236322,72.07705606322548,0,1.2051101918149774,1.2052173686335153,-0.01227375713598703,1.2174911137118898,0,0,0,0,0,33,neutral
34,-2.357452,0.0,72.07705606322548,0,1.206866922762028,1.2069809924672428,-0.010557646761297562,1.2175386272054471,0,0,0,0,0,34,neutral
35,-15.02484,0.0,72.07705606322548,0,1.208688678052203,1.208803027625739,-0.008783004891310777,1.2175860205290072,0,0,0,0,0,35,neutral
36,-24.07213,0.0,72.07705606322548,0,1.2105552777003836,1.2106673161273613,-0.006965987450729743,1.2176332916256332,0,0,0,0,0,36,neutral
